Genus,Species,Tmax,max_metric,Phylum,Class,Order,Family
Prochilodus,scrofa,35.7,ctmax,Chordata,Actinopteri,Characiformes,Prochilodontidae
Lepomis,gibbosus,35.1,ctmax,Chordata,Actinopteri,Perciformes,Centrarchidae
Cyprinodon,variegatus,44.2,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae
Oncorhynchus,keta,23.2,LT50,Chordata,Actinopteri,Salmoniformes,Salmonidae
Oncorhynchus,nerka,21.5,LT50,Chordata,Actinopteri,Salmoniformes,Salmonidae
Oncorhynchus,kisutch,27.5,LT50,Chordata,Actinopteri,Salmoniformes,Salmonidae
Oncorhynchus,tshawytscha,28,LT50,Chordata,Actinopteri,Salmoniformes,Salmonidae
Cyprinodon,dearborni,35.7,LT50,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae
Rivulus,marmoratus,35.7,LT50,Chordata,Actinopteri,Cyprinodontiformes,Rivulidae
Fundulus,heteroclitus,40.5,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae
Poeciliopsis,occidentalis,38.4,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae
Rhinichthys,osculus,34.4,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Agosia,chrysogaster,38.2,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Catostomus,clarkii,35.1,ctmax,Chordata,Actinopteri,Cypriniformes,Catostomidae
Cyprinodon,macularius,40,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae
Gila,elegans,37.2,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Gila,intermedia,37,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Gila,robusta,36.6,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Meda,fulgida,34.7,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Rhinichthys,cobitis,35.3,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Xyrauchen,texanus,36.7,ctmax,Chordata,Actinopteri,Cypriniformes,Catostomidae
Catostomus,snyderi,32.6,ctmax,Chordata,Actinopteri,Cypriniformes,Catostomidae
Chasmistes,brevirostris,32.7,ctmax,Chordata,Actinopteri,Cypriniformes,Catostomidae
Gila,coerulea,31.5,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Lepomis,cyanellus,36.2,ctmax,Chordata,Actinopteri,Perciformes,Centrarchidae
Girella,nigricans,34.5,LT50,Chordata,Actinopteri,Perciformes,Kyphosidae
Atherinops,affinis,33.4,LT50,Chordata,Actinopteri,Atheriniformes,Atherinopsidae
Fundulus,parvipinnis,36.1,LT50,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae
Salmo,salar,31,ctmax,Chordata,Actinopteri,Salmoniformes,Salmonidae
Apogon,novemfasciatus,40.1,ctmax,Chordata,Actinopteri,Kurtiformes,Apogonidae
Bathygobius,fuscus,42.4,ctmax,Chordata,Actinopteri,Perciformes,Gobiidae
Bathygobius,sp.1,43,ctmax,Chordata,Actinopteri,Perciformes,Gobiidae
Dascyllus,aruanus,40.5,ctmax,Chordata,Actinopteri,Perciformes,Pomacentridae
Ellochelon,vaigiensis,44.5,ctmax,Chordata,Actinopteri,Mugiliformes,Mugilidae
Gasterosteus,aculeatus,34.6,ctmax,Chordata,Actinopteri,Perciformes,Gasterosteidae
Cyprinodon,nevadensis_amargosae,42.5,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae
Tautogolabrus,adspersus,30,LT50,Chordata,Actinopteri,Perciformes,Labridae
Oncorhynchus,clarkii,29.9,ctmax,Chordata,Actinopteri,Salmoniformes,Salmonidae
Cyprinodon,artifrons,43.7,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae
Floridichthys,carpio,42.2,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae
Gambusia,yucatana,42.2,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae
Poecilia,sphenops,43,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae
Notropis,pilsbryi,32.3,LT50,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Cyprinella,spiloptera ,31.8,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Luxilus,chrysocephalus,30.8,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Pimephales,notatus,31.3,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Menidia,menidia,32.5,LT50,Chordata,Actinopteri,Atheriniformes,Atherinopsidae
Pseudopleuronectes,americanus,29.1,LT50,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae
Sphoeroides,maculatus,32.5,LT50,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae
Cottus,bairdi,30.9,ctmax,Chordata,Actinopteri,Perciformes,Cottidae
Etheostoma,blennioides,32.2,ctmax,Chordata,Actinopteri,Perciformes,Percidae
Hypentelium,nigricans,30.8,ctmax,Chordata,Actinopteri,Cypriniformes,Catostomidae
Rhinichthys,atratulus,31.9,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Rhinichthys,cataractae,31.4,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Oncorhynchus,apache,29.4,ctmax,Chordata,Actinopteri,Salmoniformes,Salmonidae
Oncorhynchus,gilae,29.6,ctmax,Chordata,Actinopteri,Salmoniformes,Salmonidae
Salmo,trutta,29.8,ctmax,Chordata,Actinopteri,Salmoniformes,Salmonidae
Salvelinus,fontinalis,29.8,ctmax,Chordata,Actinopteri,Salmoniformes,Salmonidae
Campostoma,anomalum,29.8,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Cyprinella,lutrensis,30.7,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Etheostoma,spectabile,29.8,ctmax,Chordata,Actinopteri,Perciformes,Percidae
Gambusia,affinis,36.88,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae
Hybognathus,placitus,28.37,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Hybopsis,amblops,30.1,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Ictalurus,punctatus,31.32,ctmax,Chordata,Actinopteri,Siluriformes,Ictaluridae
Ictiobus,bubalus,29.5,ctmax,Chordata,Actinopteri,Cypriniformes,Catostomidae
Lepomis,gulosus,28.98,ctmax,Chordata,Actinopteri,Perciformes,Centrarchidae
Lepomis,macrochirus,30.38,ctmax,Chordata,Actinopteri,Perciformes,Centrarchidae
Lepomis,megalotis,30.87,ctmax,Chordata,Actinopteri,Perciformes,Centrarchidae
Lepomis,microlophus,30.8,ctmax,Chordata,Actinopteri,Perciformes,Centrarchidae
Menidia,beryllina,29.24,ctmax,Chordata,Actinopteri,Atheriniformes,Atherinopsidae
Micropterus,dolomieu,28.3,ctmax,Chordata,Actinopteri,Perciformes,Centrarchidae
Micropterus,punctulatus,30.76,ctmax,Chordata,Actinopteri,Perciformes,Centrarchidae
Micropterus,salmoides,30.69,ctmax,Chordata,Actinopteri,Perciformes,Centrarchidae
Notemigonus,crysoleucas,29.13,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Notropis,atherinoides,30.1,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Phenacobius,mirabilis,30.45,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Dicentrarchus,labrax,33.3,ctmax,Chordata,Actinopteri,Perciformes,Moronidae
Diplodus,sargus,33.8,ctmax,Chordata,Actinopteri,Spariformes,Sparidae
Diplodus,vulgaris,31.1,ctmax,Chordata,Actinopteri,Spariformes,Sparidae
Gobius,niger,34.1,ctmax,Chordata,Actinopteri,Perciformes,Gobiidae
Liza,ramada,38,ctmax,Chordata,Actinopteri,Mugiliformes,Mugilidae
Diplodus,bellottii,27.38,ctmax,Chordata,Actinopteri,Spariformes,Sparidae
Gobius,cobitis,33.7,ctmax,Chordata,Actinopteri,Perciformes,Gobiidae
Lipophrys,trigloides,33.8,ctmax,Chordata,Actinopteri,Perciformes,Blenniidae
Pegusa,lascaris,32.9,ctmax,Chordata,Actinopteri,Pleuronectiformes,Soleidae
Notropis,girardi,38.6,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Gila,bicolor_mohavensis,34.9,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Notropis,cummingsae,29,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Notropis,lutipinnis,30,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Gambusia,holbrooki,39.8,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae
Apogon,dovii,35.9,ctmax,Chordata,Actinopteri,Kurtiformes,Apogonidae
Apogon,pacifici,34.7,ctmax,Chordata,Actinopteri,Kurtiformes,Apogonidae
Bathygobius,ramosus,39.6,ctmax,Chordata,Actinopteri,Perciformes,Gobiidae
Chromis,atrilobata,35.2,ctmax,Chordata,Actinopteri,Perciformes,Pomacentridae
Cirrhitichthys,oxycephalus,35.8,ctmax,Chordata,Actinopteri,Perciformes,Cirrhitidae
Coryphopterus,urospilus,35.4,ctmax,Chordata,Actinopteri,Perciformes,Gobiidae
Eucinostomus,gracilis,38,ctmax,Chordata,Actinopteri,Perciformes,Gerreidae
Haemulon,steindachneri,37.2,ctmax,Chordata,Actinopteri,Perciformes,Haemulidae
Halichoeres,dispilus,35.8,ctmax,Chordata,Actinopteri,Perciformes,Labridae
Lutjanus,guttatus,37.4,ctmax,Chordata,Actinopteri,Perciformes,Lutjanidae
Malacoctenus,zonifer,38.2,ctmax,Chordata,Actinopteri,Perciformes,Labrisomidae
Mugil,curema,40.8,ctmax,Chordata,Actinopteri,Mugiliformes,Mugilidae
Plagiotremus,azaleus,35.3,ctmax,Chordata,Actinopteri,Perciformes,Blenniidae
Stegastes,acapulcoensis,37.7,ctmax,Chordata,Actinopteri,Perciformes,Pomacentridae
Thalassoma,lucasanum,36,ctmax,Chordata,Actinopteri,Perciformes,Labridae
Carpiodes,cyprinus,38.8,ctmax,Chordata,Actinopteri,Cypriniformes,Catostomidae
Ericymba,buccata,37,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Cyprinodon,sp.1,41.4,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae
Cottus,cognatus,29.4,ctmax,Chordata,Actinopteri,Perciformes,Cottidae
Alosa,pseudoharengus,32.8,ctmax,Chordata,Actinopteri,Clupeiformes,Clupeidae
Alcolapia,grahami,40,LT100,Chordata,Actinopteri,Perciformes,Cichlidae
Anguilla,australis,39.7,LT50,Chordata,Actinopteri,Anguilliformes,Anguillidae
Anguilla,dieffenbachii,37.3,LT50,Chordata,Actinopteri,Anguilliformes,Anguillidae
Cheimarrichthys,fosteri,30,LT50,Chordata,Actinopteri,Uranoscopiformes,Cheimarrichthyidae
Galaxias,fasciatus,28.5,LT50,Chordata,Actinopteri,Galaxiiformes,Galaxiidae
Galaxias,maculatus,30.8,LT50,Chordata,Actinopteri,Galaxiiformes,Galaxiidae
Retropinna,retropinna,28.5,LT50,Chordata,Actinopteri,Osmeriformes,Retropinnidae
Pimephales,vigilax,39.3,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Abudefduf,saxatilis,40,LT100,Chordata,Actinopteri,Perciformes,Pomacentridae
Boreogadus,saida,20,LT100,Chordata,Actinopteri,Gadiformes,Gadidae
Brachyrhaphis,episcopi,40,LT100,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae
Gambusia,nicaraguensis,40,LT100,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae
Haemulon,bonariense,40,LT100,Chordata,Actinopteri,Perciformes,Haemulidae
Lutjanus,apodus,40,LT100,Chordata,Actinopteri,Perciformes,Lutjanidae
Myoxocephalus,quadricornis_hexacornis,25,LT100,Chordata,Actinopteri,Perciformes,Cottidae
Scarus,iseri ,35,LT100,Chordata,Actinopteri,Perciformes,Labridae
Dallia,pectoralis ,25,LT100,Chordata,Actinopteri,Esociformes,Umbridae
Pungitius,pungitius,20,LT100,Chordata,Actinopteri,Perciformes,Gasterosteidae
Ameiurus,melas,38.1,ctmax,Chordata,Actinopteri,Siluriformes,Ictaluridae
Ameiurus,natalis,37.9,ctmax,Chordata,Actinopteri,Siluriformes,Ictaluridae
Catostomus,commersoni,34.9,ctmax,Chordata,Actinopteri,Cypriniformes,Catostomidae
Etheostoma,caeruleum,35.6,ctmax,Chordata,Actinopteri,Perciformes,Percidae
Etheostoma,fabellare,36,ctmax,Chordata,Actinopteri,Perciformes,Percidae
Etheostoma,nigrum,36.4,ctmax,Chordata,Actinopteri,Perciformes,Percidae
Fundulus,notatus,38.3,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae
Fundulus,olivaceus,38.8,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae
Fundulus,sciadicus,37,ctmax,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae
Labidesthes,sicculus,36,ctmax,Chordata,Actinopteri,Atheriniformes,Atherinopsidae
Lepomis,humilis,36.4,ctmax,Chordata,Actinopteri,Perciformes,Centrarchidae
Luxilus,cornutus,35.7,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Luxilus,zonatus,35.3,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Lythrurus,umbratilis,36.2,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Nocomis,biguttatus,35.6,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Notropis,dorsalis,36.6,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Notropis,nubilus,36.2,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Notropis,rubellus,35.3,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Notropis,stramineus,37,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Noturus,exilis,36.5,ctmax,Chordata,Actinopteri,Siluriformes,Ictaluridae
Phoxinus,erythrogaster,35.9,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Pimephales,promelas,36.5,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Semotilus,atromaculatus,35.7,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Etheostoma,cragini,36.7,ctmax,Chordata,Actinopteri,Perciformes,Percidae
Trematomus,bernacchii,6.02,LT50,Chordata,Actinopteri,Perciformes,Nototheniidae
Trematomus,borchgrevinki,6,LT50,Chordata,Actinopteri,Perciformes,Nototheniidae
Trematomus,hansoni,8.98,LT50,Chordata,Actinopteri,Perciformes,Nototheniidae
Engraulis,japonicus,32,LT50,Chordata,Actinopteri,Clupeiformes,Engraulidae
Sardinops,melanosticta,30,LT50,Chordata,Actinopteri,Clupeiformes,Clupeidae
Hypomesus,nipponensis,29,ctmax,Chordata,Actinopteri,Osmeriformes,Osmeridae
Hypomesus,transpacificus,25.4,ctmax,Chordata,Actinopteri,Osmeriformes,Osmeridae
Bathygobius,sp.2,41.6,ctmax,Chordata,Actinopteri,Perciformes,Gobiidae
Periophthalmus,kalolo,40.7,ctmax,Chordata,Actinopteri,Perciformes,Gobiidae
Kuhlia,sandvicensis,34,LT50,Chordata,Actinopteri,Perciformes,Kuhliidae
Pachycara,brachycephalum,10,ctmax,Chordata,Actinopteri,Perciformes,Zoarcidae
Bathygobius,soporator,39.3,ctmax,Chordata,Actinopteri,Perciformes,Gobiidae
Parablennius,marmoreus,36.6,ctmax,Chordata,Actinopteri,Perciformes,Blenniidae
Pogonichthys,macrolepidotus,29,ctmax,Chordata,Actinopteri,Cypriniformes,Cyprinidae
Zoarces,viviparus,26.7,ctmax,Chordata,Actinopteri,Perciformes,Zoarcidae
Poeciliopsis,monacha,,,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae
Cora,pavonia,,,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae
Eurycea,nana,35.8,ctmax,Chordata,Amphibia,Caudata,Plethodontidae
Bufo,alvarius,39.9,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,canaliferus,37.3,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,canorus,38,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,cognatus,41.3,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,debilis,40.1,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,exsul,37.1,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,haemititicus,37.5,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,marinus,41.8,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,marmoreus,40.2,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,mazatlanensis,39.9,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,nelsoni,36.2,ctmax,Chordata,Amphibia,Anura,Bufonidae
Craugastor,fleischmanni,31.4,ctmax,Chordata,Amphibia,Anura,Craugastoridae
Dendrobates,auratus,34.8,ctmax,Chordata,Amphibia,Anura,Dendrobatidae
Hyla,regilla,37.7,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,walkeri,38.1,ctmax,Chordata,Amphibia,Anura,Hylidae
Leptodactylus,melanotus,39.8,ctmax,Chordata,Amphibia,Anura,Leptodactylidae
Pachymedusa,dacnicolor,28.8,ctmax,Chordata,Amphibia,Anura,Hylidae
Pseudacris,cadaverina,36.8,ctmax,Chordata,Amphibia,Anura,Hylidae
Pseudacris,regilla,36.6,ctmax,Chordata,Amphibia,Anura,Hylidae
Pternohyla,fodiens,39.5,ctmax,Chordata,Amphibia,Anura,Hylidae
Rana,cascadae,33.6,ctmax,Chordata,Amphibia,Anura,Ranidae
Rana,palmipes,36.9,ctmax,Chordata,Amphibia,Anura,Ranidae
Rana,pipiens,35.2,ctmax,Chordata,Amphibia,Anura,Ranidae
Rana,pretiosa,34.8,ctmax,Chordata,Amphibia,Anura,Ranidae
Rana,warszewitschii,32.8,ctmax,Chordata,Amphibia,Anura,Ranidae
Smilisca,baudini,40.4,ctmax,Chordata,Amphibia,Anura,Hylidae
Spea,hammondii,40.3,ctmax,Chordata,Amphibia,Anura,Pelobatidae
Tlalocohyla,smithii,42.5,ctmax,Chordata,Amphibia,Anura,Hylidae
Anaxyrus,compactilis,36.9,ctmax,Chordata,Amphibia,Anura,Bufonidae
Bufo,boreas,36.5,ctmax,Chordata,Amphibia,Anura,Bufonidae
Rana,boyleri,34,ctmax,Chordata,Amphibia,Anura,Ranidae
Rana,catesbeiana,33.6,ctmax,Chordata,Amphibia,Anura,Ranidae
Rana,clamitans,35,ctmax,Chordata,Amphibia,Anura,Ranidae
Rana,palustris,31.3,ctmax,Chordata,Amphibia,Anura,Ranidae
Spea,holbrooki,34,ctmax,Chordata,Amphibia,Anura,Pelobatidae
Adelotus,brevis,31.2,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Cophixalis,ornatus,33.3,ctmax,Chordata,Amphibia,Anura,Microhylidae
Crinia,darlingtoni,31,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Crinia,laevis,34.6,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Crinia,parainsignifera,34,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Crinia,signifera,35.7,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Crinia,victoriana,35,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Cyclorana,alboguttatus,33.8,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,alpina,32.9,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,aurea,36.2,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,bicolor,41.4,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,caerulea,39.3,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,chloris,38.9,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,citropa,30.7,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,ewingi,32.8,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,freycineti,31.3,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,glauerti,37.5,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,gracilenta,38.3,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,lesueuri,33.1,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,peroni,36.3,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,phyllochroa,29.7,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,rothi,39.4,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,rubella,38.7,ctmax,Chordata,Amphibia,Anura,Hylidae
Hyla,verreauxi,32,ctmax,Chordata,Amphibia,Anura,Hylidae
Limnodynastes,dorsalis,36.5,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Limnodynastes,fletcheri,28.3,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Limnodynastes,peroni,34.1,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Limnodynastes,Salmini,34.5,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Limnodynastes,tasmaniensis,34.9,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Cyclorana,brevipes,40,ctmax,Chordata,Amphibia,Anura,Hylidae
Myxophyes,fasciolatus,30.5,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Neobatrachus,pictus,29.3,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Philoria,frosti,28.8,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Philoria,loveridgei,30.5,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Philoria,sphagnicola,25.8,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Pseudophryne,bibroni,36.2,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Pseudophryne,corroboree,35.2,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Pseudophryne,dendyi,34.8,ctmax,Chordata,Amphibia,Anura,Myobatrachidae
Eleutherodactylus,coqui,37.2,ctmax,Chordata,Amphibia,Anura,Eleutherodactylidae
Eleutherodactylus,portoricensus,36.3,ctmax,Chordata,Amphibia,Anura,Eleutherodactylidae
Plethodon,glutinosus,34.3,ctmax,Chordata,Amphibia,Caudata,Plethodontidae
Ambystoma,jeffersonianum,34,ctmax,Chordata,Amphibia,Caudata,Ambystomatidae
Rana,virgatipes,38,ctmax,Chordata,Amphibia,Anura,Ranidae
Ambystoma,macrodactylum,35,ctmax,Chordata,Amphibia,Caudata,Ambystomatidae
Litoria,gracilenta,39,ctmax,Chordata,Amphibia,Anura,Hylidae
Desmognathus,fuscus,34.9,ctmax,Chordata,Amphibia,Caudata,Plethodontidae
Eurycea,bislineata,35,ctmax,Chordata,Amphibia,Caudata,Plethodontidae
Hyla,labialis,38.6,ctmax,Chordata,Amphibia,Anura,Hylidae
Lithobates,sylvatica,33.9,ctmax,Chordata,Amphibia,Anura,Ranidae
Taricha,torosa,38,LT100,Chordata,Amphibia,Caudata,Salamandridae
Pseudacris,triseriata,38.1,ctmax,Chordata,Amphibia,Anura,Hylidae
Hylarana,erythraea,34.8,ctmax,Chordata,Amphibia,Anura,Ranidae
Hylarana,luzonensis,34.1,ctmax,Chordata,Amphibia,Anura,Ranidae
Kaloula,kalingensis,34.3,ctmax,Chordata,Amphibia,Anura,Microhylidae
Limnonectes,woodworthi,35.9,ctmax,Chordata,Amphibia,Anura,Dicroglossidae
Occidozyga,laevis,35.3,ctmax,Chordata,Amphibia,Anura,Dicroglossidae
Philautus,surdus,33.6,ctmax,Chordata,Amphibia,Anura,Rhacophoridae
Platymantis,banahao,33.8,ctmax,Chordata,Amphibia,Anura,Ceratobatrachidae
Platymantis,corrugatus,33.7,ctmax,Chordata,Amphibia,Anura,Ceratobatrachidae
Platymantis,dorsalis,32.9,ctmax,Chordata,Amphibia,Anura,Ceratobatrachidae
Platymantis,luzonensis,34.7,ctmax,Chordata,Amphibia,Anura,Ceratobatrachidae
Ambystoma,maculatum,38.5,ctmax,Chordata,Amphibia,Caudata,Ambystomatidae
Eurycea,longicauda,37.6,ctmax,Chordata,Amphibia,Caudata,Plethodontidae
Eurycea,lucifuga,37.2,ctmax,Chordata,Amphibia,Caudata,Plethodontidae
Eurycea,multiplicata,37.5,ctmax,Chordata,Amphibia,Caudata,Plethodontidae
Bufo,woodhousii_fowleri,41.1,ctmax,Chordata,Amphibia,Anura,Bufonidae
Cophixalus,aenigma,28.09,ctmax,Chordata,Amphibia,Anura,Microhylidae
Cophixalus,bombiens,32.04,ctmax,Chordata,Amphibia,Anura,Microhylidae
Cophixalus,exiguus,35.93,ctmax,Chordata,Amphibia,Anura,Microhylidae
Cophixalus,hosmeri,31.73,ctmax,Chordata,Amphibia,Anura,Microhylidae
Cophixalus,infacetus,35.08,ctmax,Chordata,Amphibia,Anura,Microhylidae
Cophixalus,mcdonaldi,32.77,ctmax,Chordata,Amphibia,Anura,Microhylidae
Cophixalus,neglectus,30.7,ctmax,Chordata,Amphibia,Anura,Microhylidae
Paa,spinosa,42.1,ctmax,Chordata,Amphibia,Anura,Dicroglossidae
Desmognathus,ochrophaeus,31.5,ctmax,Chordata,Amphibia,Caudata,Plethodontidae
Desmognathus,quadramaculatus,31.9,ctmax,Chordata,Amphibia,Caudata,Plethodontidae
Notophthalmus,viridescens,37.3,ctmax,Chordata,Amphibia,Caudata,Salamandridae
Pseudotriton,ruber,35.3,ctmax,Chordata,Amphibia,Caudata,Plethodontidae
Acris,crepitans,,,Chordata,Amphibia,Anura,Hylidae
Bufo,luetkenii,,,Chordata,Amphibia,Anura,Bufonidae
Cranopsis,coccifer,,,Chordata,Amphibia,Anura,Bufonidae
Craugastor,fitzingeri,,,Chordata,Amphibia,Anura,Craugastoridae
Engystomops,pustulosus,,,Chordata,Amphibia,Anura,Leptodactylidae
Gastrophyrne,mazatlanensis,,,Chordata,Amphibia,Anura,Microhylidae
Hyalinobatrachium,fleischmanni,,,Chordata,Amphibia,Anura,Centrolenidae
Hyla,phaeota,,,Chordata,Amphibia,Anura,Hylidae
Hyla,squirella,,,Chordata,Amphibia,Anura,Hylidae
Hypophacus,sp.1,,,Chordata,Amphibia,Anura,Microhylidae
Leptodactylus,pentadactylus,,,Chordata,Amphibia,Anura,Leptodactylidae
Scinax,staufferi,,,Chordata,Amphibia,Anura,Hylidae
Hyla,chrysocelis,,,Chordata,Amphibia,Anura,Hylidae
Hyla,cinerea,,,Chordata,Amphibia,Anura,Hylidae
Hyla,gratiosa,,,Chordata,Amphibia,Anura,Hylidae
Agroeca,proxima,37.4,ctmax,Arthropoda,Arachnida,Araneae,Liocranidae
Clubiona,diversa,41.4,ctmax,Arthropoda,Arachnida,Araneae,Clubionidae
Clubiona,similis,42.2,ctmax,Arthropoda,Arachnida,Araneae,Clubionidae
Clubiona,trivialis,42.1,ctmax,Arthropoda,Arachnida,Araneae,Clubionidae
Crustulina,guttata,41.8,ctmax,Arthropoda,Arachnida,Araneae,Theridiidae
Dipoena,inornata,43.2,ctmax,Arthropoda,Arachnida,Araneae,Theridiidae
Oedothorax,apicatus,40.8,ctmax,Arthropoda,Arachnida,Araneae,Linyphiidae
Pardosa,nigriceps,39.7,ctmax,Arthropoda,Arachnida,Araneae,Lycosidae
Philodromus,aureolus,42.1,ctmax,Arthropoda,Arachnida,Araneae,Philodromidae
Scotina,gracilipes,41.4,ctmax,Arthropoda,Arachnida,Araneae,Liocranidae
Stemonyphantes,lineatus,40.5,ctmax,Arthropoda,Arachnida,Araneae,Linyphiidae
